country,Arrival_Regions,year,numArrivals
Hungary,Europe,2014,44582.0
Hungary,Europe,2015,46772.0
Hungary,Europe,2016,51137.0
Hungary,Europe,2017,52954.0
Hungary,Europe,2018,55506.0
Hungary,Europe,2019,59041.0
Iceland,Americas,2010,65.0
Iceland,Americas,2011,95.0
Iceland,Americas,2012,114.0
Iceland,Americas,2013,144.0
Iceland,Americas,2014,191.0
Iceland,Americas,2015,290.0
Iceland,Americas,2016,498.0
Iceland,Americas,2017,679.0
Iceland,Americas,2018,795.0
Iceland,Americas,2019,534.0
Iceland,East Asia/Pacific,2010,11.0
Iceland,East Asia/Pacific,2011,16.0
Iceland,East Asia/Pacific,2012,24.0
Iceland,East Asia/Pacific,2013,30.0
Iceland,East Asia/Pacific,2014,39.0
Iceland,East Asia/Pacific,2015,64.0
Iceland,East Asia/Pacific,2016,89.0
Iceland,East Asia/Pacific,2017,185.0
Iceland,East Asia/Pacific,2018,218.0
Iceland,East Asia/Pacific,2019,216.0
Iceland,Europe,2010,318.0
Iceland,Europe,2011,355.0
Iceland,Europe,2012,426.0
Iceland,Europe,2013,499.0
Iceland,Europe,2014,597.0
Iceland,Europe,2015,708.0
Iceland,Europe,2016,894.0
Iceland,Europe,2017,1085.0
Iceland,Europe,2018,1092.0
Iceland,Europe,2019,1024.0
Iceland,South Asia,2017,11.0
Iceland,South Asia,2018,20.0
Iceland,South Asia,2019,20.0
Iceland,Others,2010,95.0
Iceland,Others,2011,99.0
Iceland,Others,2012,83.0
Iceland,Others,2013,108.0
Iceland,Others,2014,142.0
Iceland,Others,2015,200.0
Iceland,Others,2016,286.0
Iceland,Others,2017,235.0
Iceland,Others,2018,192.0
Iceland,Others,2019,192.0
Ireland,Africa,2012,40.0
Ireland,Africa,2013,38.0
Ireland,Africa,2014,42.0
Ireland,Africa,2015,40.0
Ireland,Africa,2016,47.0
Ireland,Africa,2017,54.0
Ireland,Africa,2018,56.0
Ireland,Africa,2019,59.0
Ireland,Americas,2010,864.0
Ireland,Americas,2011,917.0
Ireland,Americas,2012,988.0
Ireland,Americas,2013,1092.0
Ireland,Americas,2014,1208.0
Ireland,Americas,2015,1357.0
Ireland,Americas,2016,1539.0
Ireland,Americas,2017,1792.0
Ireland,Americas,2018,2057.0
Ireland,Americas,2019,2000.0
Ireland,East Asia/Pacific,2012,289.0
Ireland,East Asia/Pacific,2013,341.0
Ireland,East Asia/Pacific,2014,358.0
Ireland,East Asia/Pacific,2015,414.0
Ireland,East Asia/Pacific,2016,422.0
Ireland,East Asia/Pacific,2017,476.0
Ireland,East Asia/Pacific,2018,504.0
Ireland,East Asia/Pacific,2019,519.0
Ireland,Europe,2010,5959.0
Ireland,Europe,2011,6361.0
Ireland,Europe,2012,6232.0
Ireland,Europe,2013,6790.0
Ireland,Europe,2014,7205.0
Ireland,Europe,2015,7719.0
Ireland,Europe,2016,8092.0
Ireland,Europe,2017,8016.0
Ireland,Europe,2018,8309.0
Ireland,Europe,2019,8373.0
Ireland,Others,2010,311.0
Ireland,Others,2011,352.0
Italy,Africa,2010,378.0
Italy,Africa,2011,364.0
Italy,Africa,2012,279.0
Italy,Africa,2013,257.0
Italy,Africa,2014,262.0
Italy,Africa,2015,281.0
Italy,Africa,2016,315.0
Italy,Africa,2017,273.0
Italy,Africa,2018,222.0
Italy,Africa,2019,209.0
Italy,Americas,2010,3969.0
Italy,Americas,2011,4829.0
Italy,Americas,2012,4757.0
Italy,Americas,2013,5405.0
Italy,Americas,2014,5618.0
Italy,Americas,2015,6099.0
Italy,Americas,2016,6052.0
Italy,Americas,2017,6533.0
Italy,Americas,2018,7172.0
Italy,Americas,2019,7755.0
Italy,East Asia/Pacific,2010,1418.0
Italy,East Asia/Pacific,2011,1646.0
Italy,East Asia/Pacific,2012,1657.0
Italy,East Asia/Pacific,2013,1939.0
Italy,East Asia/Pacific,2014,1882.0
Italy,East Asia/Pacific,2015,2040.0
Italy,East Asia/Pacific,2016,2036.0
Italy,East Asia/Pacific,2017,2170.0
Italy,East Asia/Pacific,2018,2192.0
Italy,East Asia/Pacific,2019,2209.0
Italy,Europe,2010,66821.0
Italy,Europe,2011,68357.0
Italy,Europe,2012,68797.0
Italy,Europe,2013,68415.0
Italy,Europe,2014,69146.0
Italy,Europe,2015,71682.0
Italy,Europe,2016,75584.0
Italy,Europe,2017,79996.0
Italy,Europe,2018,82844.0
Italy,Europe,2019,84398.0
Italy,Middle East,2010,348.0
Italy,Middle East,2011,362.0
Italy,Middle East,2012,381.0
Italy,Middle East,2013,414.0
Italy,Middle East,2014,469.0
Italy,Middle East,2015,513.0
Italy,Middle East,2016,520.0
Italy,Middle East,2017,491.0
Italy,Middle East,2018,385.0
Italy,Middle East,2019,463.0
Italy,South Asia,2010,290.0
Italy,South Asia,2011,309.0
Italy,South Asia,2012,422.0
Italy,South Asia,2013,332.0
Italy,South Asia,2014,317.0
Italy,South Asia,2015,453.0
Italy,South Asia,2016,418.0
Italy,South Asia,2017,469.0
Italy,South Asia,2018,412.0
Italy,South Asia,2019,363.0
Italy,Others,2010,2.0
Italy,Others,2011,1.0
Italy,Others,2013,1.2
Italy,Others,2014,0.5
Italy,Others,2015,0.5
Italy,Others,2016,0.4
Italy,Others,2017,0.7
Italy,Others,2018,2.0
Italy,Others,2019,1.0
Japan,Africa,2010,19.0
Japan,Africa,2011,17.0
Japan,Africa,2012,21.0
Japan,Africa,2013,23.0
Japan,Africa,2014,24.0
Japan,Africa,2015,27.0
Japan,Africa,2016,29.0
Japan,Africa,2017,30.0
Japan,Africa,2018,33.0
Japan,Africa,2019,49.0
Japan,Americas,2010,945.0
Japan,Americas,2011,717.0
Japan,Americas,2012,927.0
Japan,Americas,2013,1032.0
Japan,Americas,2014,1169.0
Japan,Americas,2015,1385.0
Japan,Americas,2016,1648.0
Japan,Americas,2017,1849.0
Japan,Americas,2018,2045.0
Japan,Americas,2019,2299.0
Japan,East Asia/Pacific,2010,6654.0
Japan,East Asia/Pacific,2011,4796.0
Japan,East Asia/Pacific,2012,6489.0
Japan,East Asia/Pacific,2013,8240.0
Japan,East Asia/Pacific,2014,10962.0
Japan,East Asia/Pacific,2015,16835.0
Japan,East Asia/Pacific,2016,20647.0
Japan,East Asia/Pacific,2017,24962.0
Japan,East Asia/Pacific,2018,27035.0
Japan,East Asia/Pacific,2019,27140.0
Japan,Europe,2010,877.0
Japan,Europe,2011,583.0
Japan,Europe,2012,797.0
Japan,Europe,2013,931.0
Japan,Europe,2014,1083.0
Japan,Europe,2015,1285.0
Japan,Europe,2016,1470.0
Japan,Europe,2017,1579.0
Japan,Europe,2018,1781.0
Japan,Europe,2019,2055.0
Japan,Middle East,2010,10.0
Japan,Middle East,2011,7.0
Japan,Middle East,2012,11.0
Japan,Middle East,2013,13.0
Japan,Middle East,2014,24.0
Japan,Middle East,2015,27.0
Japan,Middle East,2016,30.0
Japan,Middle East,2017,31.0
Japan,Middle East,2018,33.0
Japan,Middle East,2019,41.0
Japan,South Asia,2010,105.0
Japan,South Asia,2011,98.0
Japan,South Asia,2012,113.0
Japan,South Asia,2013,125.0
Japan,South Asia,2014,151.0
Japan,South Asia,2015,178.0
Japan,South Asia,2016,214.0
Japan,South Asia,2017,240.0
Japan,South Asia,2018,266.0
Japan,South Asia,2019,298.0
Japan,Others,2010,1.0
Japan,Others,2011,1.0
Japan,Others,2014,1.0
Japan,Others,2015,1.0
Japan,Others,2016,1.0
Japan,Others,2017,1.0
Japan,Others,2018,1.0
Japan,Others,2019,1.0
Luxembourg,Africa,2010,3.0
Luxembourg,Africa,2011,10.0
Luxembourg,Africa,2012,14.0
Luxembourg,Africa,2013,5.0
Luxembourg,Africa,2014,7.0
Luxembourg,Africa,2015,6.0
Luxembourg,Africa,2016,5.0
Luxembourg,Africa,2017,5.0
Luxembourg,Africa,2018,4.0
Luxembourg,Africa,2019,4.0
Luxembourg,Americas,2010,29.0
Luxembourg,Americas,2011,38.0
Luxembourg,Americas,2012,39.0
Luxembourg,Americas,2013,39.0
Luxembourg,Americas,2014,45.0
Luxembourg,Americas,2015,52.0
Luxembourg,Americas,2016,49.0
Luxembourg,Americas,2017,48.0
Luxembourg,Americas,2018,46.0
Luxembourg,Americas,2019,47.0
Luxembourg,East Asia/Pacific,2010,35.0
Luxembourg,East Asia/Pacific,2011,56.0
Luxembourg,East Asia/Pacific,2012,75.0
Luxembourg,East Asia/Pacific,2013,60.0
Luxembourg,East Asia/Pacific,2014,71.0
Luxembourg,East Asia/Pacific,2015,79.0
Luxembourg,East Asia/Pacific,2016,70.0
Luxembourg,East Asia/Pacific,2017,66.0
Luxembourg,East Asia/Pacific,2018,64.0
Luxembourg,East Asia/Pacific,2019,63.0
Luxembourg,Europe,2010,737.0
Luxembourg,Europe,2011,771.0
Luxembourg,Europe,2012,822.0
Luxembourg,Europe,2013,840.0
Luxembourg,Europe,2014,915.0
Luxembourg,Europe,2015,953.0
Luxembourg,Europe,2016,930.0
Luxembourg,Europe,2017,928.0
Luxembourg,Europe,2018,904.0
Luxembourg,Europe,2019,927.0
Luxembourg,Others,2010,1.0
Macao,Africa,2010,21.0
Macao,Africa,2011,23.0
Macao,Africa,2012,24.0
Macao,Africa,2013,26.0
Macao,Africa,2014,32.0
Macao,Africa,2015,28.0
Macao,Africa,2016,25.0
Macao,Africa,2017,24.0
Macao,Africa,2018,24.0
Macao,Africa,2019,24.0
Macao,Americas,2010,297.0
Macao,Americas,2011,311.0
Macao,Americas,2012,307.0
Macao,Americas,2013,289.0
Macao,Americas,2014,286.0
Macao,Americas,2015,286.0
Macao,Americas,2016,300.0
Macao,Americas,2017,296.0
Macao,Americas,2018,315.0
Macao,Americas,2019,315.0
Macao,East Asia/Pacific,2010,24192.0
Macao,East Asia/Pacific,2011,27205.0
Macao,East Asia/Pacific,2012,27292.0
Macao,East Asia/Pacific,2013,28530.0
Macao,East Asia/Pacific,2014,30722.0
Macao,East Asia/Pacific,2015,29927.0
Macao,East Asia/Pacific,2016,30146.0
Macao,East Asia/Pacific,2017,31834.0
Macao,East Asia/Pacific,2018,34997.0
Macao,East Asia/Pacific,2019,38622.0
Macao,Europe,2010,267.0
Macao,Europe,2011,274.0
Macao,Europe,2012,286.0
Macao,Europe,2013,296.0
Macao,Europe,2014,294.0
Macao,Europe,2015,278.0
Macao,Europe,2016,292.0
Macao,Europe,2017,292.0
Macao,Europe,2018,303.0
Macao,Europe,2019,301.0
Macao,Middle East,2010,10.0
Macao,Middle East,2011,12.0
Macao,Middle East,2012,14.0
Macao,Middle East,2013,15.0
Macao,Middle East,2014,14.0
Macao,Middle East,2015,15.0
Macao,Middle East,2016,11.0
Macao,Middle East,2017,9.0
Macao,Middle East,2018,9.0
Macao,Middle East,2019,8.0
Macao,South Asia,2010,179.0
Macao,South Asia,2011,177.0
Macao,South Asia,2012,159.0
Macao,South Asia,2013,169.0
Macao,South Asia,2014,178.0
Macao,South Asia,2015,179.0
Macao,South Asia,2016,176.0
Macao,South Asia,2017,156.0
Macao,South Asia,2018,156.0
Macao,South Asia,2019,135.0
Malaysia,Africa,2010,42.0
Malaysia,Africa,2011,111.0
Malaysia,Africa,2012,99.0
Malaysia,Africa,2013,101.0
Malaysia,Africa,2014,108.0
Malaysia,Africa,2015,96.0
Malaysia,Africa,2016,80.0
Malaysia,Africa,2017,75.0
Malaysia,Africa,2018,119.0
Malaysia,Africa,2019,127.0
Malaysia,Americas,2010,343.0
Malaysia,Americas,2011,340.0
Malaysia,Americas,2012,362.0
Malaysia,Americas,2013,377.0
Malaysia,Americas,2014,400.0
Malaysia,Americas,2015,360.0
Malaysia,Americas,2016,322.0
Malaysia,Americas,2017,309.0
Malaysia,Americas,2018,390.0
Malaysia,Americas,2019,407.0
Malaysia,East Asia/Pacific,2010,21605.0
Malaysia,East Asia/Pacific,2011,21667.0
Malaysia,East Asia/Pacific,2012,21946.0
Malaysia,East Asia/Pacific,2013,22568.0
Malaysia,East Asia/Pacific,2014,23846.0
Malaysia,East Asia/Pacific,2015,22567.0
Malaysia,East Asia/Pacific,2016,23993.0
Malaysia,East Asia/Pacific,2017,23384.0
Malaysia,East Asia/Pacific,2018,22867.0
Malaysia,East Asia/Pacific,2019,22906.0
Malaysia,Europe,2010,1133.0
Malaysia,Europe,2011,1136.0
Malaysia,Europe,2012,1161.0
Malaysia,Europe,2013,1227.0
Malaysia,Europe,2014,1372.0
Malaysia,Europe,2015,1242.0
Malaysia,Europe,2016,1130.0
Malaysia,Europe,2017,1110.0
Malaysia,Europe,2018,1210.0
Malaysia,Europe,2019,1218.0
Malaysia,Middle East,2010,167.0
Malaysia,Middle East,2011,237.0
Malaysia,Middle East,2012,266.0
Malaysia,Middle East,2013,274.0
Malaysia,Middle East,2014,313.0
Malaysia,Middle East,2015,279.0
Malaysia,Middle East,2016,271.0
Malaysia,Middle East,2017,219.0
Malaysia,Middle East,2018,281.0
Malaysia,Middle East,2019,298.0
Malaysia,South Asia,2010,997.0
Malaysia,South Asia,2011,1125.0
Malaysia,South Asia,2012,1185.0
Malaysia,South Asia,2013,1156.0
Malaysia,South Asia,2014,1383.0
Malaysia,South Asia,2015,1163.0
Malaysia,South Asia,2016,959.0
Malaysia,South Asia,2017,850.0
Malaysia,South Asia,2018,964.0
Malaysia,South Asia,2019,1142.0
Malaysia,Others,2010,290.0
Malaysia,Others,2011,98.0
Malaysia,Others,2012,14.0
Malaysia,Others,2013,12.0
Malaysia,Others,2014,15.0
Malaysia,Others,2015,14.0
Malaysia,Others,2016,4.0
Malaysia,Others,2017,1.0
Malaysia,Others,2018,3.0
Malaysia,Others,2019,3.0
Malta,Americas,2010,16.0
Malta,Americas,2011,16.0
Malta,Americas,2012,18.0
Malta,Americas,2013,20.0
Malta,Americas,2014,22.0
Malta,Americas,2015,26.0
Malta,Americas,2016,27.0
Malta,Americas,2017,36.0
Malta,Americas,2018,47.0
Malta,Americas,2019,51.0
Malta,Europe,2010,1221.0
Malta,Europe,2011,1304.0
Malta,Europe,2012,1325.0
Malta,Europe,2013,1432.0
Malta,Europe,2014,1527.0
Malta,Europe,2015,1623.0
Malta,Europe,2016,1780.0
Malta,Europe,2017,2054.0
Malta,Europe,2018,2315.0
Malta,Europe,2019,2421.0
Malta,Middle East,2010,16.0
Malta,Middle East,2011,6.0
Malta,Middle East,2012,17.0
Malta,Middle East,2013,35.0
Malta,Middle East,2014,31.0
Malta,Middle East,2015,7.0
Malta,Middle East,2016,3.0
Malta,Middle East,2017,3.0
Malta,Middle East,2018,3.0
Malta,Middle East,2019,3.0
Malta,Others,2010,85.0
Malta,Others,2011,88.0
Malta,Others,2012,83.0
Malta,Others,2013,96.0
Malta,Others,2014,110.0
Malta,Others,2015,128.0
Malta,Others,2016,157.0
Malta,Others,2017,181.0
Malta,Others,2018,234.0
Malta,Others,2019,279.0
Netherlands,Africa,2010,103.0
Netherlands,Africa,2011,114.0
Netherlands,Africa,2012,112.0
Netherlands,Africa,2013,121.0
Netherlands,Africa,2014,135.0
Netherlands,Africa,2015,130.0
Netherlands,Africa,2016,137.0
Netherlands,Africa,2017,152.0
Netherlands,Africa,2018,156.0
Netherlands,Africa,2019,187.0
Netherlands,Americas,2010,1223.0
Netherlands,Americas,2011,1320.0
Netherlands,Americas,2012,1323.0
Netherlands,Americas,2013,1337.0
Netherlands,Americas,2014,1431.0
Netherlands,Americas,2015,1508.0
Netherlands,Americas,2016,1646.0
Netherlands,Americas,2017,2013.0
Netherlands,Americas,2018,2072.0
Netherlands,Americas,2019,2181.0
Netherlands,East Asia/Pacific,2010,770.0
Netherlands,East Asia/Pacific,2011,850.0
Netherlands,East Asia/Pacific,2012,949.0
Netherlands,East Asia/Pacific,2013,1040.0
Netherlands,East Asia/Pacific,2014,1164.0
Netherlands,East Asia/Pacific,2015,1319.0
Netherlands,East Asia/Pacific,2016,1303.0
Netherlands,East Asia/Pacific,2017,1608.0
Netherlands,East Asia/Pacific,2018,1579.0
Netherlands,East Asia/Pacific,2019,1710.0
Netherlands,Europe,2010,8787.0
Netherlands,Europe,2011,9016.0
Netherlands,Europe,2012,9296.0
Netherlands,Europe,2013,10286.0
Netherlands,Europe,2014,11195.0
Netherlands,Europe,2015,12050.0
Netherlands,Europe,2016,12742.0
Netherlands,Europe,2017,14151.0
Netherlands,Europe,2018,14974.0
Netherlands,Europe,2019,16052.0
Norway,Africa,2012,22.0
Norway,Africa,2013,25.0
Norway,Africa,2014,26.0
Norway,Africa,2015,29.0
Norway,Africa,2016,18.0
Norway,Africa,2017,35.0
Norway,Africa,2018,35.0
Norway,Africa,2019,45.0
Norway,Americas,2010,160.0
Norway,Americas,2011,164.0
Norway,Americas,2012,245.0
Norway,Americas,2013,262.0
Norway,Americas,2014,326.0
Norway,Americas,2015,332.0
Norway,Americas,2016,369.0
Norway,Americas,2017,527.0
Norway,Americas,2018,545.0
Norway,Americas,2019,619.0
Norway,East Asia/Pacific,2010,28.0
Norway,East Asia/Pacific,2011,27.0
Norway,East Asia/Pacific,2012,378.0
Norway,East Asia/Pacific,2013,492.0
Norway,East Asia/Pacific,2014,489.0
Norway,East Asia/Pacific,2015,654.0
Norway,East Asia/Pacific,2016,786.0
Norway,East Asia/Pacific,2017,963.0
Norway,East Asia/Pacific,2018,664.0
Norway,East Asia/Pacific,2019,666.0
Norway,Europe,2010,4313.0
Norway,Europe,2011,4471.0
Norway,Europe,2012,3894.0
Norway,Europe,2013,4000.0
Norway,Europe,2014,4013.0
Norway,Europe,2015,4346.0
Norway,Europe,2016,4787.0
Norway,Europe,2017,4728.0
Norway,Europe,2018,4372.0
Norway,Europe,2019,4462.0
Norway,Middle East,2018,24.0
Norway,Middle East,2019,30.0
Norway,South Asia,2018,49.0
Norway,South Asia,2019,59.0
Norway,Others,2010,266.0
Norway,Others,2011,301.0
Poland,Africa,2010,20.0
Poland,Africa,2011,15.0
Poland,Africa,2012,15.0
Poland,Africa,2013,15.0
Poland,Africa,2014,10.0
Poland,Africa,2015,10.0
Poland,Africa,2016,15.0
Poland,Africa,2017,15.0
Poland,Africa,2018,15.0
Poland,Africa,2019,20.0
Poland,Americas,2010,395.0
Poland,Americas,2011,400.0
Poland,Americas,2012,425.0
Poland,Americas,2013,425.0
Poland,Americas,2014,648.0
Poland,Americas,2015,703.0
Poland,Americas,2016,765.0
Poland,Americas,2017,784.0
Poland,Americas,2018,825.0
Poland,Americas,2019,891.0
Poland,East Asia/Pacific,2010,280.0
Poland,East Asia/Pacific,2011,300.0
Poland,East Asia/Pacific,2012,320.0
Poland,East Asia/Pacific,2013,355.0
Poland,East Asia/Pacific,2014,344.0
Poland,East Asia/Pacific,2015,368.0
Poland,East Asia/Pacific,2016,376.0
Poland,East Asia/Pacific,2017,446.0
Poland,East Asia/Pacific,2018,476.0
Poland,East Asia/Pacific,2019,567.0
Poland,Europe,2010,57540.0
Poland,Europe,2011,59950.0
Poland,Europe,2012,66545.0
Poland,Europe,2013,71430.0
Poland,Europe,2014,72661.0
Poland,Europe,2015,76579.0
Poland,Europe,2016,79225.0
Poland,Europe,2017,82470.0
Poland,Europe,2018,84543.0
Poland,Europe,2019,86923.0
Poland,Middle East,2010,15.0
Poland,Middle East,2011,15.0
Poland,Middle East,2012,15.0
Poland,Middle East,2013,15.0
Poland,Middle East,2014,15.0
Poland,Middle East,2015,15.0
Poland,Middle East,2016,15.0
Poland,Middle East,2017,15.0
Poland,Middle East,2018,15.0
Poland,Middle East,2019,20.0
Poland,South Asia,2010,30.0
Poland,South Asia,2011,20.0
Poland,South Asia,2012,20.0
Poland,South Asia,2013,20.0
Poland,South Asia,2014,32.0
Poland,South Asia,2015,39.0
Poland,South Asia,2016,40.0
Poland,South Asia,2017,44.0
Poland,South Asia,2018,42.0
Poland,South Asia,2019,54.0
Poland,Others,2010,60.0
Poland,Others,2011,45.0
Poland,Others,2012,50.0
Poland,Others,2013,50.0
Poland,Others,2014,40.0
Poland,Others,2015,30.0
Poland,Others,2016,40.0
Poland,Others,2017,30.0
Poland,Others,2018,30.0
Poland,Others,2019,40.0
Portugal,Africa,2010,75.0
Portugal,Africa,2011,84.0
Portugal,Africa,2012,96.0
Portugal,Africa,2013,136.0
Portugal,Africa,2014,165.0
Portugal,Africa,2015,162.0
Portugal,Africa,2016,162.0
Portugal,Africa,2017,190.0
Portugal,Africa,2018,200.0
Portugal,Africa,2019,208.0
Portugal,Americas,2010,760.0
Portugal,Americas,2011,874.0
Portugal,Americas,2012,947.0
Portugal,Americas,2013,1116.0
Portugal,Americas,2014,1282.0
Portugal,Americas,2015,1372.0
Portugal,Americas,2016,1626.0
Portugal,Americas,2017,2271.0
Portugal,Americas,2018,2674.0
Portugal,Americas,2019,3146.0
Portugal,East Asia/Pacific,2010,229.0
Portugal,East Asia/Pacific,2011,261.0
Portugal,East Asia/Pacific,2012,301.0
Portugal,East Asia/Pacific,2013,446.0
Portugal,East Asia/Pacific,2014,593.0
Portugal,East Asia/Pacific,2015,698.0
Portugal,East Asia/Pacific,2016,825.0
Portugal,East Asia/Pacific,2017,1075.0
Portugal,East Asia/Pacific,2018,1177.0
Portugal,East Asia/Pacific,2019,1082.0
Portugal,Europe,2010,5692.0
Portugal,Europe,2011,6044.0
Portugal,Europe,2012,6159.0
Portugal,Europe,2013,7480.0
Portugal,Europe,2014,8456.0
Portugal,Europe,2015,9492.0
Portugal,Europe,2016,10746.0
Portugal,Europe,2017,11896.0
Portugal,Europe,2018,12135.0
Portugal,Europe,2019,12669.0
Portugal,Middle East,2019,54.0
Portugal,South Asia,2019,100.0
Portugal,Others,2019,22.0
Serbia,Africa,2014,11.0
Serbia,Africa,2015,11.0
Serbia,Africa,2016,9.0
Serbia,Africa,2017,11.0
Serbia,Africa,2018,13.0
Serbia,Africa,2019,13.0
Serbia,Americas,2010,19.0
Serbia,Americas,2011,19.0
Serbia,Americas,2012,22.0
Serbia,Americas,2013,24.0
Serbia,Americas,2014,31.0
Serbia,Americas,2015,37.0
Serbia,Americas,2016,41.0
Serbia,Americas,2017,50.0
Serbia,Americas,2018,59.0
Serbia,Americas,2019,64.0
Serbia,East Asia/Pacific,2010,10.0
Serbia,East Asia/Pacific,2011,12.0
Serbia,East Asia/Pacific,2012,15.0
Serbia,East Asia/Pacific,2013,23.0
Serbia,East Asia/Pacific,2014,53.0
Serbia,East Asia/Pacific,2015,73.0
Serbia,East Asia/Pacific,2016,67.0
Serbia,East Asia/Pacific,2017,111.0
Serbia,East Asia/Pacific,2018,159.0
Serbia,East Asia/Pacific,2019,198.0
Serbia,Europe,2010,633.0
Serbia,Europe,2011,711.0
Serbia,Europe,2012,746.0
Serbia,Europe,2013,837.0
Serbia,Europe,2014,932.0
Serbia,Europe,2015,1011.0
Serbia,Europe,2016,1158.0
Serbia,Europe,2017,1320.0
Serbia,Europe,2018,1440.0
Serbia,Europe,2019,1556.0
Serbia,Middle East,2016,6.0
Serbia,Middle East,2017,5.0
Serbia,Middle East,2018,6.0
Serbia,Middle East,2019,5.0
Serbia,South Asia,2018,35.0
Serbia,South Asia,2019,10.0
Serbia,Others,2010,21.0
Serbia,Others,2011,22.0
Serbia,Others,2012,27.0
Serbia,Others,2013,38.0
Serbia,Others,2014,2.0
Singapore,Africa,2010,71.0
Singapore,Africa,2011,69.0
Singapore,Africa,2012,64.0
Singapore,Africa,2013,63.0
Singapore,Africa,2014,62.0
Singapore,Africa,2015,63.0
Singapore,Africa,2016,68.0
Singapore,Africa,2017,73.0
Singapore,Africa,2018,79.0
Singapore,Africa,2019,86.0
Singapore,Americas,2010,525.0
Singapore,Americas,2011,564.0
Singapore,Americas,2012,616.0
Singapore,Americas,2013,642.0
Singapore,Americas,2014,635.0
Singapore,Americas,2015,657.0
Singapore,Americas,2016,681.0
Singapore,Americas,2017,759.0
Singapore,Americas,2018,862.0
Singapore,Americas,2019,963.0
Singapore,East Asia/Pacific,2010,8475.0
Singapore,East Asia/Pacific,2011,9887.0
Singapore,East Asia/Pacific,2012,10988.0
Singapore,East Asia/Pacific,2013,11920.0
Singapore,East Asia/Pacific,2014,11406.0
Singapore,East Asia/Pacific,2015,11427.0
Singapore,East Asia/Pacific,2016,12348.0
Singapore,East Asia/Pacific,2017,13001.0
Singapore,East Asia/Pacific,2018,13590.0
Singapore,East Asia/Pacific,2019,14047.0
Singapore,Europe,2010,1386.0
Singapore,Europe,2011,1414.0
Singapore,Europe,2012,1551.0
Singapore,Europe,2013,1606.0
Singapore,Europe,2014,1633.0
Singapore,Europe,2015,1652.0
Singapore,Europe,2016,1762.0
Singapore,Europe,2017,1874.0
Singapore,Europe,2018,2086.0
Singapore,Europe,2019,2157.0
Singapore,Middle East,2010,102.0
Singapore,Middle East,2011,113.0
Singapore,Middle East,2012,118.0
Singapore,Middle East,2013,135.0
Singapore,Middle East,2014,147.0
Singapore,Middle East,2015,142.0
Singapore,Middle East,2016,144.0
Singapore,Middle East,2017,134.0
Singapore,Middle East,2018,132.0
Singapore,Middle East,2019,142.0
Singapore,South Asia,2010,1083.0
Singapore,South Asia,2011,1124.0
Singapore,South Asia,2012,1151.0
Singapore,South Asia,2013,1201.0
Singapore,South Asia,2014,1212.0
Singapore,South Asia,2015,1290.0
Singapore,South Asia,2016,1402.0
Singapore,South Asia,2017,1584.0
Singapore,South Asia,2018,1759.0
Singapore,South Asia,2019,1722.0
Singapore,Others,2012,8.0
Singapore,Others,2013,1.0
Slovenia,Africa,2010,4.0
Slovenia,Africa,2011,5.0
Slovenia,Africa,2012,6.0
Slovenia,Africa,2013,7.0
Slovenia,Africa,2014,6.0
Slovenia,Africa,2015,8.0
Slovenia,Africa,2016,9.0
Slovenia,Africa,2017,11.0
Slovenia,Africa,2018,13.0
Slovenia,Africa,2019,13.0
Slovenia,Americas,2010,72.0
Slovenia,Americas,2011,78.0
Slovenia,Americas,2012,88.0
Slovenia,Americas,2013,103.0
Slovenia,Americas,2014,113.0
Slovenia,Americas,2015,134.0
Slovenia,Americas,2016,147.0
Slovenia,Americas,2017,174.0
Slovenia,Americas,2018,208.0
Slovenia,Americas,2019,227.0
Slovenia,East Asia/Pacific,2010,107.0
Slovenia,East Asia/Pacific,2011,120.0
Slovenia,East Asia/Pacific,2012,152.0
Slovenia,East Asia/Pacific,2013,168.0
Slovenia,East Asia/Pacific,2014,248.0
Slovenia,East Asia/Pacific,2015,308.0
Slovenia,East Asia/Pacific,2016,344.0
Slovenia,East Asia/Pacific,2017,427.0
Slovenia,East Asia/Pacific,2018,478.0
Slovenia,East Asia/Pacific,2019,513.0
Slovenia,Europe,2010,1866.0
Slovenia,Europe,2011,2033.0
Slovenia,Europe,2012,2131.0
Slovenia,Europe,2013,2224.0
Slovenia,Europe,2014,2308.0
Slovenia,Europe,2015,2573.0
Slovenia,Europe,2016,2897.0
Slovenia,Europe,2017,3379.0
Slovenia,Europe,2018,3726.0
Slovenia,Europe,2019,3949.0
Spain,Africa,2010,302.0
Spain,Africa,2011,509.0
Spain,Africa,2012,492.0
Spain,Africa,2013,487.0
Spain,Africa,2014,552.0
Spain,Africa,2015,726.0
Spain,Africa,2016,1243.0
Spain,Africa,2017,1314.0
Spain,Africa,2018,1236.0
Spain,Africa,2019,1340.0
Spain,Americas,2010,2618.0
Spain,Americas,2011,2887.0
Spain,Americas,2012,3123.0
Spain,Americas,2013,3065.0
Spain,Americas,2014,3132.0
Spain,Americas,2015,3638.0
Spain,Americas,2016,4574.0
Spain,Americas,2017,5866.0
Spain,Americas,2018,6371.0
Spain,Americas,2019,7092.0
Spain,East Asia/Pacific,2010,962.0
Spain,East Asia/Pacific,2011,1176.0
Spain,East Asia/Pacific,2012,1345.0
Spain,East Asia/Pacific,2013,1531.0
Spain,East Asia/Pacific,2014,1850.0
Spain,East Asia/Pacific,2015,1805.0
